code,description
4021,Tile or earthenware manufacturing NOC
5348,"Tile, stone, mosaic or terrazzo work-inside"
8601,Timber buyers and cruisers
6003,Timber wharf construction
5610,Timekeepers-construction or erection
3334,Tin foil manufacturing
3373,Tinning or galvanizing-not electrolytic
3400,"Tinware manufacturing-pie plates, pails, waste baskets, ash cans, dustpans-metal stamped parts"
3179,Toaster manufacturing
0037,Tobacco farms-
2174,Tobacco rehandling or warehousing
8017,Tobacco store-retail
8018,Tobacco store-wholesale
2587,"Toilet or towel supply co. & route supervisors, drivers"
4279,Toilet tissue manufacturing
3126,"Tool manufacturing-agricultural, construction, logging, mining, oil or artesian well"
3110,Tool manufacturing-drop or machine forged NOC-forging
3114,Tool manufacturing-drop or machine forged NOC-machining
3113,Tool manufacturing-not drop or machine forged-NOC
3632,Tool sharpening-industrial tools
4611,Toothpaste compounding or preparation-no manufacturing of ingredients
2841,Toothpick manufacturing
3548,Torpedo manufacturing
2587,"Towel or toilet supply co. & route supervisors, drivers"
9410,Township employees NOC
4511,Toxicology research or analytical laboratory
4279,Toy manufacturing-cardboard
2501,Toy manufacturing-cloth-stuffed animals or toys
3400,Toy manufacturing-metal stamped parts
2841,Toy manufacturing-wood
7382,Trackless trolley operators-
8385,Trackless trolley-garage employees
9016,"Tracks-stock car, jalopy races"
3507,Traction engine or power plow manufacturing
3507,Tractor manufacturing-Caterpillar-type
5192,"Traffic control arm unit-installation, service or repair-"
6325,Traffic signal installation-
3822,"Trailer body manufacturing-not ""home"" type-die-pressed steel"
3824,"Trailer body manufacturing-not ""home"" type-other than die-pressed steel"
2812,Trailer manufacturing-home-type
9015,Trailer parks or trailer camps-all operations
9180,Train operation-miniature at amusement park-
3681,Transformer manufacturing
4511,Transistor research or analytical laboratory
8831,Trappers-animal-
0005,Tree planting for reforestation-
0106,"Tree pruning, spraying, repairing"
6217,Tree removal operations-limited number from developed sites-
3865,Tricycle manufacturing
2388,Trimmings or ribbons-hand sewing on finished garments
2388,Trimmings-manufacturing fancy trimming or piping-not manufacturing binding tape or ribbon
3383,Trombone manufacturing
2881,Trophy manufacturing-wooden
3827,Truck engine manufacturing
8380,Truck leasing company-long-term--all employees other than salespersons
8748,Truck leasing company-long-term-sales employees
3808,Truck manufacturing or assembly-entire vehicle
8002,Truck rental -all employees other than garage employees
8385,Truck rental-garage employees
3179,Truck trailer refrigeration systems installation or repair at insured's premises
3724,Truck trailer refrigeration systems installation or repair away from insured's premises-
7720,Truck weighing station inspectors-permanent location
8370,"Trucking: mechanics and garage employees (MO, NM, SD)"
7250,"Trucking-hauling explosives or ammunition-all employees  (AZ, MO)"
7228,Trucking-hauling explosives or ammunition-local hauling only-all employees
7229,Trucking-hauling explosives or ammunition-long distance hauling-all employees
7228,Trucking-local hauling only-all employees
7229,Trucking-long distance hauling only-all employees
7231,"Trucking-mail, parcel or package delivery-all employees"
7232,"Trucking-mail, parcel or package delivery-under contract with the U.S. Postal Service-all employees"
7222,Trucking-oil field equipment-all employees
7230,Trucking-parcel or package delivery-all employees
2883,Trunk manufacturing-metal frames or fittings to be separately rated
2881,Tub assembly-cooperage
3334,Tube manufacturing-metal-collapsible
3028,Tubing manufacturing-iron or steel-for automobile exhaust systems-
3022,Tubing manufacturing-non-ferrous-for automobile exhaust systems-
5022,Tuck pointing performed by contractor engaged in chimney work assigned to Code 5022
5222,Tuck pointing performed by contractor engaged in chimney work assigned to Code 5222
5022,Tuck pointing performed by specialist contractor
6854,Tugboat building-iron or steel-State Act-
6843,Tugboat building-iron or steel-U.S. Act-
7016,Tugboats-Program I
7024,Tugboats-Program II-State Act
7047,Tugboats-Program II-USL Act
9019,Tunnel (vehicular) or bridge operations
6251,Tunneling-not pneumatic-all operations
6260,Tunneling-pneumatic-all operations
9402,Tunnel-spray cleaning of interior
3581,Turbo supercharger manufacturing or repair
0016,Turpentine farm
3122,Tweezers manufacturing
2220,Twine or cord manufacturing-cotton
2220,"Twine, cordage or rope manufacturing NOC"
3114,Twist drills manufacturing-drop or machine forged
3113,Twist drills manufacturing-not drop or machine forged
3336,Type foundry
3574,Typewriter manufacturing
4251,Typewriter ribbon or carbon paper manufacturing
5191,"Typewriter-installation, service or repair"
8742,U.S.O. activities performed by Travelers' Aid Society
7380,U.S.O. activities-mobile units-
9063,U.S.O. activities-permanent location
2501,Umbrella manufacturing
9505,Undercoating-automobiles
5703,Underpinning buildings or structures
9620,Undertaker
9077,United States armed service risk-all employees
9522,Upholstering
9521,Upholstering-away from shop
2585,"Upholstery, carpet or rug cleaning"
9519,Vacuum cleaner service and repair
3179,Vacuum manufacturing
3634,Valve manufacturing
8393,Van conversion operation
4561,Varnish manufacturing-oleo-resinous
4439,Varnish manufacturing-spirit
5057,Vault construction or installation
0008,Vegetable growing
8209,Vegetable packing
2300,Velvet or plush manufacturing
3559,Vending machine manufacturing
5192,"Vending or coin operated machines-installation, service or repair & salespersons, drivers"
2714,Veneer manufacturing
2915,Veneer products manufacturing-including veneer manufacturing
2916,Veneer products manufacturing-no veneer manufacturing
2881,Venetian blind assembly
9521,Venetian blind installation
2585,Venetian blind laundries-
1699,Vermiculite manufacturing
7016,Vessels-NOC-Program I
7024,Vessels-NOC-Program II-State Act
7047,Vessels-NOC-Program II-USL Act
7046,Vessels-not self-propelled-Program I
7098,Vessels-not self-propelled-Program II-State Act
7099,Vessels-not self-propelled-Program II-USL Act
7038,Vessels-sail-Program I
7090,Vessels-sail-Program II-State Act
7050,Vessels-sail-Program II-USL Act
6204,Vibroflotation process-building foundations-
5192,"Video games-coin operated, installation, service or repair-"
9516,"Video, audio, radio and television equipment installation service or repair"
2156,Vinegar bottling-
2143,Vinegar manufacturing
5403,Vinyl siding installation-all other than 5645 or 5651 type dwellings
5645,Vinyl siding installation-detached one- or two-family dwellings
5651,Vinyl siding installation-dwellings-three stories or less
5951,"Virus, anti-toxin or serum manufacturing"
4825,Vitamin manufacturing
9450,Vocational rehabilitation trainees
2130,Vodka distillery
3574,Voting machine manufacturing
3808,Wagon or carriage manufacturing or assembly
4036,Wall coating manufacturing-stucco type-
5538,"Wall covering or metal ceiling installation & shop, drivers"
3179,Wall switches manufacturing-electrical
5445,Wallboard installation-within buildings-
2688,"Wallet manufacturing from leather, imitation leather or vinyl"
4279,Wallpaper manufacturing
8017,Wallpaper or paint stores-retail
8018,Wallpaper or paint stores-wholesale
9015,Warehouse space rental-no storing of goods for others
8292,Warehousing NOC
8291,Warehousing-cold storage
8293,Warehousing-furniture-
2651,Washer or gasket manufacturing-not metal
5192,"Washing machines-coin operated, installation, service or repair-"
9519,"Washing machines-installation, service or repair-residential"
9014,Washing or cleaning of interior walls
3383,Watch case manufacturing
5610,Watch guards-construction or erection
3385,Watch manufacturing
3114,Watchmaker tool manufacturing-drop or machine forged
3113,Watchmaker tool manufacturing-not drop or machine forged
3724,Water cooling tower erection-
6235,Water flooding-drilling in connection with oil or gas well-
3169,Water heater manufacturing
6319,Water main or connection construction
3634,Water meter manufacturing
9180,Water skiing exhibitions-
9180,Water slides-
5183,Water softener-installation or service-domestic-
5040,Water towers-erection
9402,Water well cleaning-cistern type-
6204,Water well drilling-
5474,Waterproofing: application by brush or hand caulking gun-
6217,Waterproofing: excavation work necessary or incidental thereto-
9014,Waterproofing: exterior walls or subterranean structures by apparatus inserted in ground
5022,Waterproofing: exterior-with trowel
5480,Waterproofing: interior-with trowel-
5213,"Waterproofing: spray gun, cement gun or other pressure apparatus"
7520,Waterworks operation
9180,Wave pools-
4557,Wax manufacturing
4557,Wax products manufacturing
4279,Waxed paper manufacturing
8006,Wearing apparel or household furnishings dealer-retail
5437,Weather stripping installation
2302,Weaving mills using mixed yarns
2380,Webbing manufacturing
7016,Weed clearing by vessel-Program I
7024,Weed clearing by vessel-Program II-State Act
7047,Weed clearing by vessel-Program II-USL Act
7409,Weed control-spraying from aircraft
0050,Weed control-spraying from ground by specialist contractor-
8719,"Weighers, samplers or inspectors of merchandise on vessels or docks or at railway stations or warehouses-coverage under State Act"
8709,"Weighers, samplers or inspectors of merchandise on vessels or docks or at railway stations or warehouses-coverage under U.S. Act"
8832,Weight control services
3365,Welding or cutting NOC
3257,Welding rod manufacturing
8018,Welding supply dealers
3634,Welding torch manufacturing
3365,Welding-microscopic-
3365,Welding-robotic-
2688,"Welting manufacturing-leather, latex, burlap, paper, twine, etc."
2014,Wheat milling
3803,"Wheel manufacturing-automobile, metal-not cast"
2841,Wheel or caster manufacturing-wood
3126,Wheelbarrow manufacturing-metal
2802,Wheelbarrow manufacturing-wood-
3865,Wheelchair manufacturing
4902,Whip manufacturing
2131,"Whiskey bottling-not beer or wine, including warehousing rectifying or blending"
2130,Whiskey distillery
3620,Whiskey still manufacturing
7038,White water rafting trips-Program I
7090,White water rafting trips-Program II-State Act
7050,White water rafting trips-Program II-USL Act
4558,Whiting manufacturing
9586,Wig styling
2913,Willow ware manufacturing
2913,"Willow, rattan or twisted fiber products manufacturing"
5057,Windmill erection-metal
2802,Windmill manufacturing-wood-
5102,Window frame & sash installation or repair-metal
3076,Window sash manufacturing-aluminum
2802,Window screen manufacturing-wood-
5645,Window screen or screen door installation-metal or wood separately rated
2841,Window shade roller manufacturing
9521,Window shades-installation
9521,Window shutter installation-wooden
5474,Window tinting-brush or spray-on method-
5491,Window tinting-plastic film exclusively-
9521,Window trimming
3648,Windshield wiper manufacturing
2156,Wine bottling-
2143,Winery
8103,Wiping cloth dealer and laundry operations
3255,Wire cloth manufacturing
1924,Wire drawing or cable manufacturing-not iron or steel
3241,Wire drawing-iron or steel
3257,Wire fence manufacturing
3257,Wire goods manufacturing NOC
4470,Wire insulating or covering
3300,Wire mattress or bed spring manufacturing
3240,Wire rope or cable manufacturing-iron or steel
6003,Wood bridge construction-pile driving over water
2790,Wood carving-by hand or machine
2710,Wood chip manufacturing
8232,Wood dealers-kindling and firewood
2014,Wood flour manufacturing
2960,Wood preserving
2731,Wood shaving (excelsior) manufacturing in planing or molding mill
2710,Wood shaving (excelsior) manufacturing in sawmill
2841,Wood turned products manufacturing NOC
2841,Woodenware manufacturing NOC
3632,Woodworking machine manufacturing
2211,Wool combing or scouring
8103,Wool merchant
2623,Wool pulling
2211,Wool separating
2286,Wool spinning and weaving
5146,Workstation-modular partition metal-installation
0034,Worm raising-
0035,Wreath or blanket manufacturing-evergreen-
7394,Wrecking-marine & salvage operations-Program I
7395,Wrecking-marine & salvage operations-Program II-State Act
7398,Wrecking-marine & salvage operations-Program II-USL Act
5213,Wrecking-not marine-all operations-concrete or concrete encased
5057,Wrecking-not marine-all operations-iron or steel
5022,Wrecking-not marine-all operations-masonry
6003,Wrecking-not marine-all operations-piers or wharfs
5403,Wrecking-not marine-all operations-wooden-including dwellings
3041,Wrought iron furniture manufacturing-
3685,X-ray apparatus manufacturing
5191,"X-ray equipment, installation, service & repair"
4112,X-ray tube manufacturing
6834,Yachts-not exceeding 150 feet in length-building or repair-State Act-
6824,Yachts-not exceeding 150 feet in length-building or repair-U.S. Act-
7038,Yachts-private-sail or power-Program I
7090,Yachts-private-sail or power-Program II-State Act
7050,Yachts-private-sail or power-Program II-USL Act
2286,Yarn manufacturing-wool
2416,Yarn or thread dyeing or finishing
2220,Yarn or thread manufacturing-cotton
2302,Yarn or thread manufacturing-silk
6504,Yeast manufacturing
9063,"YMCA, YWCA, YMHA or YWHA, institution-all employees & clerical"
3131,Zipper manufacturing
9102,Zoo
